Month_Year,Region,Crop,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Soil_Texture,Soil_Saturation_pct,Land_Size_acres,Past_Yield_tons_acre,Suitable_Crop
02-2016,Rift Valley,Wheat,99.66,21.15,64.8,5.72,Clay Loam,76.2,3.94,1.775,Tea
02-2016,Rift Valley,Millet,8.77,20.99,74.57,6.16,Sandy Loam,17.0,8.36,0.232,Tea
02-2016,Rift Valley,Maize,28.89,25.39,62.3,6.25,Sandy Loam,33.1,0.99,0.837,Tea
02-2016,Rift Valley,Wheat,60.98,16.66,67.37,6.57,Clay Loam,68.0,2.05,1.795,Tea
02-2016,Rift Valley,Potatoes,15.83,24.33,59.4,6.23,Volcanic,56.2,5.58,3.558,Tea
02-2016,Rift Valley,Wheat,0.0,18.04,49.63,5.98,Volcanic,56.9,1.75,1.227,Tea
02-2016,Rift Valley,Wheat,23.62,17.41,66.93,5.8,Sandy Loam,29.9,9.39,1.436,Tea
02-2016,Rift Valley,Wheat,40.49,20.31,53.37,5.75,Clay Loam,52.8,3.85,1.449,Tea
02-2016,Rift Valley,Wheat,80.17,17.39,53.15,5.92,Sandy Loam,33.6,6.94,0.913,Tea
02-2016,Rift Valley,Maize,22.81,16.25,54.41,6.17,Sandy Loam,48.3,3.14,0.749,Tea
02-2016,Rift Valley,Tea,51.04,19.85,60.33,5.62,Clay Loam,68.5,5.78,1.52,Tea
02-2016,Rift Valley,Maize,0.0,21.12,52.03,6.02,Sandy Loam,34.3,3.23,0.897,Maize
02-2016,Rift Valley,Maize,42.5,21.19,59.17,6.09,Loam,48.9,5.76,1.846,Tea
02-2016,Rift Valley,Maize,9.42,24.37,43.45,7.07,Volcanic,42.9,6.18,1.459,Maize
02-2016,Rift Valley,Beans,57.97,21.02,63.91,5.34,Loam,48.9,4.16,1.2,Tea
02-2016,Rift Valley,Tea,62.96,20.2,67.22,5.55,Loam,57.7,1.47,1.117,Tea
02-2016,Rift Valley,Wheat,10.77,19.58,63.17,6.09,Volcanic,57.6,4.66,1.466,Tea
02-2016,Rift Valley,Maize,48.38,15.43,72.2,6.52,Clay Loam,70.3,2.86,1.02,Tea
02-2016,Rift Valley,Beans,9.04,17.5,59.33,5.64,Sandy Loam,39.1,4.04,0.075,Tea
02-2016,Rift Valley,Potatoes,30.56,22.68,41.73,5.97,Volcanic,60.4,7.51,3.506,Tea
02-2016,Rift Valley,Millet,33.42,18.14,61.54,6.38,Clay Loam,73.5,8.67,0.05,Tea
02-2016,Rift Valley,Beans,25.57,24.09,63.3,6.45,Loam,38.4,9.39,0.05,Tea
02-2016,Rift Valley,Wheat,21.26,22.58,56.13,5.98,Volcanic,42.7,0.77,0.786,Tea
02-2016,Rift Valley,Maize,72.21,16.98,59.71,5.92,Loam,51.4,2.26,1.623,Tea
02-2016,Rift Valley,Maize,44.11,20.49,53.06,6.16,Clay Loam,82.2,7.55,0.723,Tea
02-2016,Rift Valley,Wheat,43.27,20.38,66.16,5.72,Clay Loam,58.0,9.44,1.637,Tea
02-2016,Rift Valley,Millet,31.92,17.45,61.75,7.49,Loam,63.2,3.78,0.182,Tea
02-2016,Rift Valley,Maize,32.49,19.89,56.33,5.08,Sandy Loam,41.1,1.62,0.771,Tea
02-2016,Rift Valley,Maize,43.32,25.23,57.19,6.21,Loam,61.1,2.51,1.324,Tea
02-2016,Rift Valley,Beans,22.64,18.02,51.33,5.39,Loam,52.0,4.45,0.439,Tea
02-2016,Rift Valley,Beans,101.95,21.17,51.32,6.27,Loam,59.3,0.71,1.089,Tea
02-2016,Rift Valley,Wheat,38.18,25.79,58.98,6.36,Volcanic,48.9,9.01,0.903,Tea
02-2016,Rift Valley,Potatoes,0.0,20.78,59.54,5.62,Sandy Loam,32.9,8.87,3.724,Maize
02-2016,Nyanza,Beans,92.71,23.64,82.45,5.75,Clay,65.9,4.79,0.661,Maize
02-2016,Nyanza,Maize,24.83,21.87,83.66,5.57,Sandy Loam,29.1,5.05,0.767,Maize
02-2016,Nyanza,Maize,78.5,22.93,77.52,5.82,Clay Loam,78.5,9.97,1.553,Maize
02-2016,Nyanza,Maize,14.64,20.62,66.22,5.06,Sandy Loam,28.7,0.93,0.922,Maize
02-2016,Nyanza,Maize,47.45,23.3,77.21,5.95,Clay,82.5,7.78,1.747,Maize
02-2016,Nyanza,Beans,80.0,23.58,75.59,6.51,Clay,75.6,3.8,0.943,Maize
02-2016,Nyanza,Beans,36.26,20.62,66.17,6.79,Clay Loam,68.3,1.99,0.726,Maize
02-2016,Nyanza,Millet,17.95,23.87,70.59,5.3,Clay,75.9,5.32,0.05,Maize
02-2016,Nyanza,Maize,62.32,21.04,83.09,5.59,Clay Loam,67.5,5.57,1.738,Maize
02-2016,Nyanza,Beans,24.36,23.47,84.08,5.86,Clay,71.1,3.01,0.669,Maize
02-2016,Nyanza,Maize,74.42,23.25,70.12,6.09,Clay Loam,61.1,0.8,1.279,Maize
02-2016,Nyanza,Maize,66.99,18.87,75.67,5.67,Clay Loam,57.5,7.49,1.342,Maize
02-2016,Nyanza,Millet,29.62,22.55,80.21,6.09,Clay,85.5,9.98,0.281,Maize
02-2016,Nyanza,Maize,50.6,20.99,83.5,5.5,Sandy Loam,29.3,5.36,0.895,Maize
02-2016,Nyanza,Beans,49.47,23.32,63.43,5.06,Clay,91.2,1.82,0.863,Maize
02-2016,Nyanza,Maize,92.84,22.4,64.59,5.1,Clay,78.5,5.19,2.155,Maize
02-2016,Nyanza,Maize,79.9,21.88,79.58,5.8,Clay,91.5,9.45,1.155,Maize
02-2016,Nyanza,Beans,126.13,22.01,82.08,6.47,Clay Loam,84.2,4.43,0.76,Maize
02-2016,Nyanza,Beans,57.58,20.93,79.46,5.77,Clay Loam,80.3,8.13,1.331,Maize
02-2016,Nyanza,Maize,18.22,28.12,67.28,5.64,Clay,82.5,7.54,0.531,Maize
02-2016,Nyanza,Maize,113.87,23.51,76.45,6.17,Sandy Loam,43.3,8.7,2.102,Maize
02-2016,Nyanza,Beans,77.25,20.39,81.27,5.48,Sandy Loam,34.0,6.23,0.98,Maize
02-2016,Nyanza,Maize,41.18,20.27,60.89,5.17,Clay,78.4,2.5,1.006,Maize
02-2016,Nyanza,Maize,0.0,21.54,63.08,5.57,Sandy Loam,25.4,1.73,0.368,Maize
02-2016,Nyanza,Maize,104.37,19.72,72.34,5.97,Clay Loam,70.0,5.85,1.843,Maize
02-2016,Nyanza,Millet,62.84,19.87,66.84,5.81,Sandy Loam,36.9,4.26,0.798,Maize
02-2016,Nyanza,Millet,22.49,19.23,71.22,5.25,Clay Loam,75.2,3.48,0.258,Maize
02-2016,Nyanza,Beans,43.94,23.69,74.66,5.1,Clay,53.6,3.93,0.817,Maize
02-2016,Nyanza,Beans,0.0,20.15,85.94,5.66,Clay Loam,65.3,5.37,0.632,Beans
02-2016,Nyanza,Maize,68.61,21.84,75.67,5.89,Sandy Loam,40.2,3.15,1.045,Maize
02-2016,Nyanza,Maize,70.37,21.14,77.66,5.7,Sandy Loam,29.7,8.08,1.338,Maize
02-2016,Nyanza,Maize,58.43,20.31,77.81,6.03,Clay Loam,69.0,6.09,1.721,Maize
02-2016,Nyanza,Maize,103.64,25.32,73.97,5.53,Clay,82.0,1.39,1.33,Maize
02-2016,Western,Millet,23.48,19.33,79.75,5.83,Loam,58.1,5.37,0.457,Tea
02-2016,Western,Beans,55.28,22.52,76.7,6.64,Loam,53.9,9.15,0.714,Tea
02-2016,Western,Maize,35.38,21.0,78.34,5.7,Clay Loam,64.5,4.77,1.096,Tea
02-2016,Western,Maize,72.88,18.77,73.11,5.68,Clay Loam,58.6,5.9,1.702,Tea
02-2016,Western,Beans,74.11,17.43,79.21,5.99,Sandy Loam,27.2,4.6,0.554,Tea
02-2016,Western,Maize,36.87,16.9,72.02,5.41,Sandy Loam,40.9,6.31,1.629,Tea
02-2016,Western,Beans,98.71,19.86,72.66,6.28,Loam,50.5,5.66,0.707,Tea
02-2016,Western,Tea,120.42,20.24,73.77,5.73,Loam,56.2,9.42,2.192,Tea
02-2016,Western,Maize,42.56,19.92,82.79,5.51,Loam,52.8,4.97,1.464,Tea
02-2016,Western,Millet,96.86,23.04,83.19,5.97,Clay Loam,68.3,2.87,1.019,Tea
02-2016,Western,Beans,46.51,23.39,73.17,6.3,Loam,51.2,9.43,0.765,Tea
02-2016,Western,Maize,71.94,21.64,77.66,5.38,Sandy Loam,41.2,7.47,1.695,Tea
02-2016,Western,Maize,0.0,24.43,75.53,5.85,Loam,50.3,8.79,0.791,Maize
02-2016,Western,Maize,31.61,25.15,81.99,5.94,Loam,58.1,1.22,1.094,Tea
02-2016,Western,Maize,69.77,18.91,79.93,5.81,Sandy Loam,41.9,2.14,1.73,Tea
02-2016,Western,Tea,76.42,20.61,66.55,5.56,Loam,41.8,5.96,1.485,Tea
02-2016,Western,Millet,89.35,21.76,76.48,5.96,Loam,44.2,3.62,0.502,Tea
02-2016,Western,Beans,59.66,18.87,85.4,5.87,Sandy Loam,35.6,7.74,1.132,Tea
02-2016,Western,Maize,26.25,19.35,77.15,5.6,Sandy Loam,36.1,2.03,1.414,Tea
02-2016,Western,Maize,64.96,22.12,75.94,5.97,Loam,65.6,7.09,1.745,Tea
02-2016,Western,Maize,93.22,18.27,74.18,5.16,Loam,50.9,4.43,1.64,Tea
02-2016,Western,Beans,39.35,21.51,70.79,5.74,Loam,48.5,7.25,0.374,Tea
02-2016,Western,Millet,25.96,18.21,64.46,5.63,Clay Loam,56.1,5.55,0.435,Tea
02-2016,Western,Millet,130.27,19.74,76.21,6.01,Clay Loam,68.3,5.25,0.666,Tea
02-2016,Western,Maize,75.23,16.97,81.0,5.79,Sandy Loam,37.0,0.56,2.093,Tea
02-2016,Western,Maize,58.56,22.05,72.82,6.41,Sandy Loam,36.0,4.13,1.781,Tea
02-2016,Western,Maize,124.38,20.4,63.97,5.35,Loam,45.9,5.69,1.389,Tea
02-2016,Western,Maize,48.84,20.15,86.98,5.71,Sandy Loam,45.0,8.15,0.958,Tea
02-2016,Western,Millet,43.33,18.62,77.76,5.87,Clay Loam,64.2,9.3,0.329,Tea
02-2016,Western,Maize,0.0,24.3,78.44,5.74,Sandy Loam,29.5,7.13,0.673,Maize
02-2016,Western,Maize,57.49,21.04,78.35,5.61,Loam,56.7,5.72,0.849,Tea
02-2016,Western,Maize,112.93,20.33,74.46,6.16,Clay Loam,59.1,3.65,1.789,Tea
02-2016,Western,Beans,77.63,22.3,77.27,6.61,Loam,44.0,8.15,1.112,Tea
02-2016,Eastern,Millet,24.01,24.41,41.94,5.69,Sandy,20.6,6.06,0.207,Maize
02-2016,Eastern,Maize,10.46,27.61,37.36,5.84,Sandy Loam,31.8,6.89,1.206,Millet
02-2016,Eastern,Maize,58.52,26.83,38.96,6.3,Sandy,16.2,9.9,0.731,Maize
02-2016,Eastern,Beans,36.54,14.66,62.41,6.08,Sandy Loam,33.5,6.38,0.593,Maize
02-2016,Eastern,Maize,0.0,22.25,61.45,6.63,Sandy,19.5,1.73,0.194,Maize
02-2016,Eastern,Maize,45.83,33.5,48.04,5.5,Loam,57.6,8.72,0.639,Maize
02-2016,Eastern,Maize,56.18,26.58,61.83,5.79,Sandy Loam,29.8,4.91,2.013,Maize
02-2016,Eastern,Millet,63.98,20.56,37.48,6.96,Sandy,25.5,0.93,0.6,Maize
02-2016,Eastern,Beans,20.58,17.6,47.91,6.82,Sandy,12.5,2.16,0.436,Maize
02-2016,Eastern,Millet,35.74,25.27,66.22,7.67,Sandy Loam,23.4,4.36,0.288,Maize
02-2016,Eastern,Beans,0.0,28.63,69.02,6.65,Sandy Loam,42.0,6.02,0.05,Millet
02-2016,Eastern,Millet,22.13,25.5,47.77,6.83,Loam,49.2,3.57,0.365,Maize
02-2016,Eastern,Maize,0.0,27.48,42.4,6.67,Loam,57.1,0.5,1.014,Millet
02-2016,Eastern,Beans,0.0,22.35,50.25,6.32,Sandy Loam,35.6,1.31,0.286,Maize
02-2016,Eastern,Maize,71.71,19.44,36.11,6.14,Loam,44.5,8.38,2.099,Maize
02-2016,Eastern,Beans,5.3,24.36,30.37,6.26,Sandy Loam,28.7,6.98,0.05,Maize
02-2016,Eastern,Beans,39.32,21.72,52.17,5.88,Sandy Loam,43.2,9.95,0.349,Maize
02-2016,Eastern,Maize,49.55,28.84,42.46,7.13,Loam,60.8,1.69,1.986,Maize
02-2016,Eastern,Maize,27.55,21.56,61.22,7.89,Loam,45.4,3.31,1.816,Maize
02-2016,Eastern,Millet,0.0,25.63,65.73,5.53,Sandy Loam,41.7,6.04,0.239,Millet
02-2016,Eastern,Millet,71.15,20.3,36.34,6.41,Sandy,18.0,5.53,0.863,Maize
02-2016,Eastern,Maize,13.72,28.05,50.96,6.71,Sandy Loam,26.2,5.73,1.394,Millet
02-2016,Eastern,Maize,52.29,18.84,60.67,6.19,Sandy Loam,38.2,6.75,1.975,Maize
02-2016,Eastern,Beans,0.0,22.6,40.72,6.36,Sandy Loam,20.6,4.7,0.186,Maize
02-2016,Eastern,Beans,34.34,26.79,74.45,6.17,Sandy Loam,30.0,0.86,0.603,Maize
02-2016,Eastern,Millet,0.0,27.41,48.79,6.26,Sandy Loam,20.2,5.63,0.05,Millet
02-2016,Eastern,Beans,55.02,25.49,34.23,6.02,Loam,51.0,1.27,1.002,Maize
02-2016,Eastern,Maize,44.33,30.21,72.71,6.26,Sandy,11.1,6.95,1.027,Maize
02-2016,Eastern,Beans,75.42,19.47,48.58,7.34,Sandy,29.2,5.07,1.118,Maize
02-2016,Eastern,Beans,11.47,27.95,48.25,5.86,Loam,46.2,9.07,0.126,Millet
02-2016,Eastern,Maize,20.36,19.93,53.26,7.23,Sandy Loam,29.9,9.39,1.03,Maize
02-2016,Eastern,Beans,20.07,24.88,55.62,6.27,Loam,40.3,5.93,0.225,Maize
02-2016,Eastern,Beans,33.53,22.85,51.41,7.45,Sandy,5.0,0.62,0.354,Maize
02-2016,Coastal,Maize,0.0,29.63,70.01,6.71,Sandy Loam,11.6,8.47,0.31,Millet
02-2016,Coastal,Millet,5.28,28.02,80.76,5.63,Sandy,16.1,7.89,0.358,Millet
02-2016,Coastal,Millet,44.52,29.85,68.23,5.72,Sandy Loam,20.7,9.85,0.547,Maize
02-2016,Coastal,Beans,80.92,30.23,86.63,6.46,Sandy,21.4,1.23,0.351,Maize
02-2016,Coastal,Maize,99.35,30.77,78.19,4.7,Sandy,29.2,5.16,0.84,Maize
02-2016,Coastal,Maize,48.57,26.94,82.42,5.33,Sandy,29.0,3.17,1.196,Maize
02-2016,Coastal,Beans,66.8,27.3,77.02,6.3,Sandy,34.3,0.66,0.682,Maize
02-2016,Coastal,Beans,11.43,29.65,75.37,6.7,Clay Loam,61.2,6.38,0.419,Millet
02-2016,Coastal,Maize,49.95,26.9,69.62,6.94,Sandy,33.4,4.47,1.092,Maize
02-2016,Coastal,Maize,116.54,31.72,79.38,5.38,Clay Loam,62.3,8.36,0.913,Maize
02-2016,Coastal,Beans,11.91,27.93,73.75,6.61,Sandy,31.6,6.3,0.264,Millet
02-2016,Coastal,Maize,21.76,26.78,90.86,5.26,Sandy,16.6,9.13,0.672,Maize
02-2016,Coastal,Maize,28.11,26.78,75.97,6.06,Clay Loam,73.2,5.45,1.968,Maize
02-2016,Coastal,Maize,53.12,30.15,81.35,6.45,Clay Loam,71.2,2.93,1.212,Maize
02-2016,Coastal,Maize,22.49,27.19,76.97,6.64,Sandy,38.1,6.35,0.627,Maize
02-2016,Coastal,Millet,0.0,28.19,75.69,5.22,Sandy,7.3,3.43,0.158,Millet
02-2016,Coastal,Beans,0.0,25.58,90.63,6.25,Sandy,35.2,9.35,0.595,Millet
02-2016,Coastal,Millet,0.0,30.01,82.02,5.89,Sandy,5.5,0.88,0.067,Millet
02-2016,Coastal,Beans,65.43,28.4,87.28,6.24,Sandy,21.8,7.78,0.993,Maize
02-2016,Coastal,Beans,36.9,28.83,82.29,5.59,Sandy,37.3,3.99,0.197,Maize
02-2016,Coastal,Millet,9.32,25.97,72.53,6.83,Clay Loam,72.0,8.34,0.341,Maize
02-2016,Coastal,Millet,97.61,26.51,82.42,5.54,Clay Loam,67.7,1.28,0.927,Maize
02-2016,Coastal,Beans,187.7,26.17,75.8,6.44,Sandy Loam,47.0,3.65,0.862,Maize
02-2016,Coastal,Beans,49.69,32.43,77.84,5.64,Clay Loam,60.8,2.74,0.909,Maize
02-2016,Coastal,Beans,22.04,29.38,83.79,6.29,Sandy,29.3,2.9,0.697,Maize
02-2016,Coastal,Beans,31.48,31.61,77.9,6.52,Sandy,25.9,4.32,0.55,Maize
02-2016,Coastal,Beans,30.18,24.13,75.41,4.8,Sandy,15.3,3.41,0.339,Maize
02-2016,Coastal,Maize,31.47,26.84,77.69,6.26,Clay Loam,74.5,1.82,0.551,Maize
02-2016,Coastal,Maize,62.87,28.08,71.38,5.34,Sandy,20.2,0.82,0.818,Maize
02-2016,Coastal,Maize,8.11,27.74,76.36,4.79,Sandy,28.4,4.51,1.343,Millet
02-2016,Coastal,Beans,67.18,27.03,74.03,6.91,Sandy,25.0,3.46,1.093,Maize
02-2016,Coastal,Maize,97.35,24.11,86.79,5.97,Sandy Loam,43.7,1.64,0.952,Maize
02-2016,Coastal,Beans,57.75,28.34,74.03,5.91,Sandy,13.0,7.33,0.404,Maize
02-2016,North Eastern,Millet,33.38,30.21,29.46,6.22,Sandy,23.3,6.88,0.19,Millet
02-2016,North Eastern,Millet,3.36,32.17,30.32,7.7,Sandy,13.7,9.93,0.253,Millet
02-2016,North Eastern,Millet,17.31,29.75,23.63,6.94,Sandy,10.2,1.08,0.104,Millet
02-2016,North Eastern,Millet,0.0,23.99,37.11,8.05,Sandy,11.5,2.06,0.05,Millet
02-2016,North Eastern,Millet,17.77,28.46,36.45,7.85,Sandy,20.1,1.82,0.081,Millet
02-2016,North Eastern,Millet,0.0,31.65,32.27,7.2,Sandy,18.7,3.25,0.05,Millet
02-2016,North Eastern,Millet,28.05,23.07,38.9,6.77,Sandy Loam,34.5,6.72,0.124,Millet
02-2016,North Eastern,Millet,0.0,33.36,45.51,6.98,Sandy Loam,31.0,9.58,0.219,Millet
02-2016,North Eastern,Millet,6.12,31.51,31.82,6.61,Sandy,20.6,5.33,0.314,Millet
02-2016,North Eastern,Millet,0.0,22.49,39.99,7.85,Sandy,29.5,3.68,0.05,Millet
02-2016,North Eastern,Millet,0.0,37.28,37.38,6.66,Sandy Loam,22.4,9.69,0.05,Millet
02-2016,North Eastern,Millet,24.53,32.43,41.04,8.45,Sandy Loam,32.3,8.11,0.058,Millet
02-2016,North Eastern,Millet,34.1,27.57,32.08,7.12,Sandy,16.1,5.68,0.242,Millet
02-2016,North Eastern,Millet,0.0,33.01,32.45,7.74,Sandy Loam,32.0,2.04,0.132,Millet
02-2016,North Eastern,Millet,23.55,28.77,43.03,7.26,Sandy Loam,28.8,2.41,0.581,Millet
02-2016,North Eastern,Millet,57.13,32.26,30.02,7.26,Sandy,20.9,7.57,0.622,Millet
02-2016,North Eastern,Millet,0.0,28.44,34.49,7.47,Sandy,5.5,3.47,0.214,Millet
02-2016,North Eastern,Millet,20.94,33.8,21.69,7.72,Sandy Loam,39.5,0.99,0.125,Millet
02-2016,North Eastern,Millet,3.26,39.76,29.06,7.85,Sandy Loam,52.0,1.57,0.05,Millet
02-2016,North Eastern,Millet,4.71,31.94,28.25,7.07,Sandy Loam,28.2,5.49,0.05,Millet
02-2016,North Eastern,Millet,6.73,25.55,32.9,7.03,Sandy Loam,24.3,1.81,0.134,Millet
02-2016,North Eastern,Millet,44.3,31.71,32.99,7.75,Sandy,32.2,9.03,0.112,Millet
02-2016,North Eastern,Millet,29.3,29.8,21.84,7.95,Sandy,38.4,8.59,0.196,Millet
02-2016,North Eastern,Millet,35.41,27.61,41.29,6.93,Sandy,24.3,2.37,0.44,Millet
02-2016,North Eastern,Millet,10.95,31.04,43.93,7.29,Sandy Loam,28.5,7.11,0.067,Millet
02-2016,North Eastern,Millet,13.68,28.42,39.64,7.47,Sandy,36.8,4.11,0.356,Millet
02-2016,North Eastern,Millet,13.78,32.5,24.8,7.39,Sandy,17.1,4.37,0.05,Millet
02-2016,North Eastern,Millet,19.42,29.35,30.27,7.58,Sandy Loam,35.0,4.66,0.05,Millet
02-2016,North Eastern,Millet,0.0,35.0,18.48,7.21,Sandy Loam,36.2,8.6,0.05,Millet
02-2016,North Eastern,Millet,14.8,29.98,33.54,6.97,Sandy Loam,35.9,2.75,0.228,Millet
02-2016,North Eastern,Millet,0.0,31.49,29.28,6.9,Sandy Loam,31.7,4.93,0.266,Millet
02-2016,North Eastern,Millet,0.0,24.49,46.8,6.81,Sandy,29.4,4.51,0.05,Millet
02-2016,North Eastern,Millet,48.67,26.31,20.19,7.59,Sandy Loam,44.6,4.34,0.767,Millet
03-2016,Central,Beans,133.91,20.65,57.39,6.26,Clay Loam,78.6,5.08,1.019,Tea
03-2016,Central,Potatoes,99.43,15.11,78.99,6.19,Clay Loam,61.5,1.47,4.457,Tea
03-2016,Central,Maize,135.52,19.0,81.05,6.24,Sandy Loam,38.5,7.59,1.967,Tea
03-2016,Central,Maize,132.39,14.93,76.9,5.86,Clay Loam,68.5,9.13,1.691,Tea
03-2016,Central,Tea,92.66,20.63,76.58,5.92,Clay Loam,75.0,9.96,2.075,Tea
03-2016,Central,Beans,117.22,13.99,68.83,6.39,Loam,60.9,5.87,0.458,Tea
03-2016,Central,Beans,126.57,16.74,72.64,6.23,Clay Loam,78.2,8.38,0.666,Tea
03-2016,Central,Coffee,133.34,19.04,76.47,6.13,Clay Loam,81.5,9.33,0.831,Tea
03-2016,Central,Maize,147.81,20.03,70.71,5.95,Loam,49.3,6.47,1.549,Tea
03-2016,Central,Potatoes,142.0,19.66,88.49,6.43,Sandy Loam,37.4,4.72,4.576,Tea
03-2016,Central,Tea,121.05,13.27,68.36,5.78,Loam,57.0,1.94,2.384,Tea
03-2016,Central,Maize,101.91,22.5,66.12,6.86,Loam,56.0,8.08,1.479,Tea
03-2016,Central,Coffee,103.64,20.72,81.27,6.22,Clay Loam,75.1,8.71,1.238,Tea
03-2016,Central,Maize,57.61,16.71,65.87,6.19,Loam,50.4,1.09,1.896,Tea
03-2016,Central,Maize,102.7,13.9,81.96,6.2,Loam,47.5,3.33,1.714,Tea
03-2016,Central,Maize,82.05,17.6,68.13,5.81,Sandy Loam,23.3,4.78,1.047,Tea
03-2016,Central,Maize,168.47,15.59,63.47,6.22,Clay Loam,66.7,0.71,1.722,Tea
03-2016,Central,Maize,125.4,15.23,61.53,6.97,Loam,60.4,6.29,1.294,Tea
03-2016,Central,Tea,130.27,13.83,72.5,6.24,Loam,61.9,5.34,2.123,Tea
03-2016,Central,Maize,135.64,15.27,64.12,5.81,Clay Loam,65.4,4.68,1.407,Tea
03-2016,Central,Maize,102.63,15.18,69.95,5.98,Loam,48.9,3.8,1.928,Tea
03-2016,Central,Maize,146.01,18.42,77.68,6.93,Sandy Loam,42.7,2.95,1.394,Tea
03-2016,Central,Maize,161.09,20.26,87.91,7.11,Clay Loam,72.4,3.31,0.872,Tea
03-2016,Central,Beans,103.05,18.97,74.49,6.34,Loam,42.6,7.93,0.851,Tea
03-2016,Central,Maize,139.0,21.42,80.59,5.98,Clay Loam,76.7,1.86,1.029,Tea
03-2016,Central,Potatoes,129.96,14.64,79.78,6.72,Clay Loam,80.0,7.32,3.165,Tea
03-2016,Central,Potatoes,125.58,15.78,79.98,6.09,Sandy Loam,43.3,5.38,4.239,Tea
03-2016,Central,Beans,113.81,20.31,67.65,5.9,Clay Loam,58.1,5.16,0.733,Tea
03-2016,Central,Coffee,110.38,15.58,71.46,6.35,Sandy Loam,58.2,4.35,0.676,Tea
03-2016,Central,Maize,117.71,20.6,70.0,6.2,Sandy Loam,53.0,8.5,0.883,Tea
03-2016,Central,Maize,124.16,21.01,68.46,6.06,Sandy Loam,29.1,8.84,0.924,Tea
03-2016,Central,Beans,98.56,20.34,78.4,6.57,Clay Loam,65.2,9.78,1.182,Tea
03-2016,Central,Maize,109.43,19.83,70.42,6.01,Loam,51.7,7.59,0.673,Tea
03-2016,Rift Valley,Wheat,74.38,21.49,66.46,5.36,Loam,53.6,7.09,1.654,Tea
03-2016,Rift Valley,Wheat,142.07,18.23,55.34,5.11,Volcanic,71.2,4.27,1.505,Tea
03-2016,Rift Valley,Maize,115.18,14.87,51.95,6.27,Loam,58.4,2.71,1.527,Tea
03-2016,Rift Valley,Maize,79.49,18.32,39.64,6.02,Loam,69.5,4.82,0.794,Tea
03-2016,Rift Valley,Potatoes,141.7,15.51,66.05,5.85,Volcanic,64.5,5.98,4.09,Tea
03-2016,Rift Valley,Maize,168.11,12.52,60.97,5.84,Clay Loam,73.4,3.02,1.317,Tea
03-2016,Rift Valley,Beans,117.22,17.32,90.93,5.27,Clay Loam,63.1,8.75,1.124,Tea
03-2016,Rift Valley,Potatoes,88.61,20.59,53.93,5.8,Clay Loam,67.0,9.71,3.352,Tea
03-2016,Rift Valley,Millet,203.04,20.8,57.62,5.38,Loam,52.9,0.73,0.714,Tea
03-2016,Rift Valley,Potatoes,136.28,21.53,73.3,6.66,Sandy Loam,28.6,7.64,3.88,Tea
03-2016,Rift Valley,Wheat,105.35,19.65,61.41,5.67,Loam,54.4,9.32,1.521,Tea
03-2016,Rift Valley,Beans,119.57,14.15,56.49,4.89,Loam,60.6,3.42,0.532,Tea
03-2016,Rift Valley,Maize,153.74,16.37,64.29,5.64,Clay Loam,58.4,6.87,1.665,Tea
03-2016,Rift Valley,Beans,95.29,15.46,63.11,5.21,Volcanic,50.2,0.74,0.923,Tea
03-2016,Rift Valley,Beans,192.97,20.98,64.6,7.12,Clay Loam,76.3,2.27,0.665,Tea
03-2016,Rift Valley,Tea,149.16,20.89,72.68,6.14,Clay Loam,58.2,9.68,2.14,Tea
03-2016,Rift Valley,Maize,134.38,18.5,69.81,6.57,Loam,52.1,1.73,1.586,Tea
03-2016,Rift Valley,Potatoes,72.62,21.4,78.67,6.62,Loam,55.3,6.89,3.506,Tea
03-2016,Rift Valley,Maize,107.56,20.66,59.52,5.83,Clay Loam,71.0,7.27,0.994,Tea
03-2016,Rift Valley,Potatoes,109.7,15.22,64.21,5.71,Volcanic,55.1,2.91,4.966,Tea
03-2016,Rift Valley,Tea,48.2,22.79,59.75,6.64,Volcanic,40.1,3.28,1.62,Tea
03-2016,Rift Valley,Millet,139.78,14.13,63.14,5.91,Sandy Loam,40.3,2.45,0.67,Tea
03-2016,Rift Valley,Wheat,119.08,15.5,50.16,6.29,Clay Loam,63.5,1.38,0.941,Tea
03-2016,Rift Valley,Potatoes,104.9,17.26,55.83,6.17,Loam,68.7,5.68,2.168,Tea
03-2016,Rift Valley,Beans,89.86,18.52,56.8,5.55,Loam,63.9,3.03,0.674,Tea
03-2016,Rift Valley,Maize,143.25,19.67,72.18,6.13,Loam,48.8,4.94,1.697,Tea
03-2016,Rift Valley,Wheat,95.14,18.95,56.66,6.29,Clay Loam,70.8,6.49,1.385,Tea
03-2016,Rift Valley,Maize,50.13,18.21,63.7,6.29,Clay Loam,76.0,0.54,0.955,Tea
03-2016,Rift Valley,Potatoes,66.33,16.73,66.47,6.52,Volcanic,50.3,2.73,4.197,Tea
03-2016,Rift Valley,Beans,165.13,15.18,57.56,6.22,Loam,57.0,2.75,0.519,Tea
03-2016,Rift Valley,Potatoes,131.54,23.87,60.74,5.93,Sandy Loam,39.3,4.09,2.046,Tea
03-2016,Rift Valley,Potatoes,71.6,25.46,54.34,6.42,Clay Loam,71.8,7.97,2.494,Tea
03-2016,Rift Valley,Beans,105.23,14.2,61.59,5.69,Volcanic,56.6,1.17,0.647,Tea
